R,G,B,,Class
237,234,219,,1
238,235,220,,1
237,234,219,,1
237,234,219,,1
237,234,219,,1
237,234,219,,1
237,234,219,,1
237,236,218,,1
237,235,220,,1
238,234,222,,1
238,234,222,,1
239,234,222,,1
238,232,218,,1
238,232,214,,1
238,231,210,,1
234,226,203,,1
233,220,199,,0
234,220,196,,0
236,222,195,,0
236,221,188,,0
237,218,179,,0
228,203,159,,0
214,182,135,,0
96,80,80,,0
115,87,82,,0
158,123,116,,0
193,171,158,,0
221,205,189,,0
227,214,193,,0
231,219,192,,0
233,222,192,,0
224,213,181,,0
227,213,182,,0
236,218,190,,0
235,214,188,,0
235,220,197,,0
237,225,203,,1
239,227,205,,1
239,228,205,,1
240,230,205,,1
238,231,205,,1
239,231,208,,1
238,232,208,,1
239,233,209,,1
237,230,211,,1
237,230,212,,1
237,230,212,,1
237,230,212,,1
236,231,212,,1
238,233,214,,1
238,231,213,,1
238,231,213,,1
241,234,216,,1
239,235,218,,1
238,235,218,,1
239,236,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
241,238,219,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
238,235,216,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,238,219,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
238,235,216,,1
238,235,216,,1
237,234,215,,1
237,234,215,,1
236,233,214,,1
236,233,214,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,219,,1
237,234,219,,1
237,234,219,,1
237,234,219,,1
236,233,218,,1
236,233,218,,1
236,233,218,,1
236,233,218,,1
236,233,218,,1
237,236,218,,1
237,235,220,,1
238,234,222,,1
238,234,222,,1
239,233,221,,1
240,234,219,,1
240,234,215,,1
237,231,209,,1
233,226,202,,1
232,221,199,,0
233,221,197,,0
236,222,195,,0
234,220,186,,0
228,208,168,,0
217,191,147,,0
204,171,124,,0
86,71,71,,0
105,78,75,,0
151,117,111,,0
189,166,153,,0
218,203,185,,0
230,217,194,,0
228,217,190,,0
220,210,180,,0
216,204,174,,0
222,207,179,,0
222,204,177,,0
238,216,192,,0
235,220,197,,0
237,225,203,,1
239,227,205,,1
238,228,205,,1
238,231,205,,1
238,230,206,,1
237,231,207,,1
237,231,207,,1
238,232,208,,1
236,229,210,,1
236,229,210,,1
236,229,210,,1
236,229,210,,1
235,230,211,,1
237,232,213,,1
237,230,212,,1
237,231,212,,1
239,234,215,,1
240,234,217,,1
238,235,218,,1
239,236,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
241,238,219,,1
241,238,219,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
238,235,216,,1
238,235,216,,1
239,236,217,,1
240,237,218,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,238,218,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
238,235,216,,1
237,234,215,,1
237,234,215,,1
236,233,214,,1
239,236,217,,1
238,235,216,,1
238,235,216,,1
237,234,215,,1
237,234,215,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
236,233,216,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,219,,1
237,234,219,,1
237,234,219,,1
237,234,219,,1
236,233,218,,1
236,233,218,,1
236,233,218,,1
236,233,218,,1
236,233,216,,1
237,236,218,,1
237,235,219,,1
238,235,220,,1
238,235,220,,1
236,233,218,,1
240,234,219,,1
240,233,215,,1
236,228,207,,1
234,224,201,,0
231,220,198,,0
234,222,197,,0
237,223,194,,0
231,217,181,,0
229,208,168,,0
221,196,151,,0
207,176,126,,0
84,76,75,,0
102,78,79,,0
148,114,113,,0
192,170,155,,0
225,208,186,,0
235,221,195,,0
227,215,186,,0
216,205,173,,0
220,208,176,,0
220,205,176,,0
229,210,185,,0
240,219,196,,0
238,225,201,,1
237,227,202,,1
236,226,203,,1
238,227,205,,1
240,232,209,,1
238,232,210,,1
238,231,212,,1
237,232,212,,1
237,232,212,,1
238,232,209,,1
239,231,209,,1
239,231,209,,1
238,232,211,,1
238,232,211,,1
238,233,213,,1
239,234,215,,1
238,234,215,,1
239,235,216,,1
239,233,217,,1
240,233,217,,1
240,234,218,,1
241,235,219,,1
241,235,219,,1
239,236,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
237,234,215,,1
240,237,218,,1
239,236,217,,1
241,238,219,,1
241,239,218,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
238,235,216,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
241,236,217,,1
241,235,216,,1
240,233,215,,1
239,232,214,,1
238,231,213,,1
240,233,217,,1
241,234,218,,1
240,234,218,,1
239,233,217,,1
239,233,217,,1
238,232,216,,1
239,232,216,,1
241,234,218,,1
237,231,215,,1
231,228,211,,1
233,230,213,,1
235,232,215,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,217,,1
237,235,215,,1
237,234,216,,1
236,235,217,,1
236,235,218,,1
238,235,217,,1
237,233,212,,1
239,231,208,,1
242,230,206,,1
242,228,203,,1
230,221,194,,0
232,223,194,,0
235,222,188,,0
233,218,180,,0
227,209,165,,0
215,193,146,,0
207,180,131,,0
88,80,80,,0
94,69,72,,0
150,115,116,,0
202,179,165,,0
228,211,191,,0
232,217,194,,0
232,219,191,,0
231,220,189,,0
227,215,183,,0
222,207,177,,0
232,213,186,,0
242,221,196,,1
237,223,199,,1
237,227,202,,1
237,226,203,,1
237,227,205,,1
239,232,209,,1
238,232,210,,1
238,231,212,,1
237,232,212,,1
237,232,212,,1
239,231,209,,1
239,231,208,,1
239,231,209,,1
238,232,210,,1
238,232,210,,1
238,233,213,,1
239,234,215,,1
237,234,215,,1
238,235,216,,1
240,233,217,,1
240,233,217,,1
241,234,218,,1
241,235,219,,1
241,235,219,,1
239,236,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,235,216,,1
240,237,218,,1
243,240,221,,1
241,238,219,,1
238,235,216,,1
238,235,216,,1
237,234,215,,1
240,237,218,,1
240,237,218,,1
239,237,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,237,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
238,235,216,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
241,236,217,,1
241,234,216,,1
240,233,215,,1
239,232,214,,1
238,231,213,,1
240,233,217,,1
241,234,218,,1
241,234,218,,1
239,233,217,,1
239,233,217,,1
237,230,214,,1
238,231,215,,1
239,232,216,,1
237,231,215,,1
230,226,209,,1
232,229,212,,1
235,232,215,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,214,,1
237,234,215,,1
236,235,217,,1
236,235,217,,1
236,234,215,,1
237,232,212,,1
240,232,209,,1
240,226,202,,1
234,220,193,,0
229,218,191,,0
233,222,192,,0
236,222,188,,0
233,217,177,,0
226,206,162,,0
208,184,137,,0
210,183,135,,0
89,79,80,,0
105,79,82,,0
158,119,122,,0
193,167,158,,0
225,206,191,,0
232,216,195,,0
232,219,193,,0
232,221,191,,0
228,218,183,,0
223,209,175,,0
229,212,180,,0
236,218,188,,0
233,221,195,,0
235,225,200,,1
237,226,203,,1
238,228,205,,1
239,231,208,,1
238,232,210,,1
238,231,212,,1
237,232,212,,1
237,232,212,,1
239,231,210,,1
239,231,208,,1
239,231,209,,1
238,232,210,,1
238,232,210,,1
238,233,213,,1
239,234,215,,1
237,234,215,,1
238,235,216,,1
240,233,217,,1
240,233,217,,1
241,234,218,,1
241,235,219,,1
241,235,219,,1
239,236,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
241,239,220,,1
240,237,218,,1
238,235,216,,1
239,236,217,,1
242,239,220,,1
238,235,216,,1
236,233,214,,1
240,237,218,,1
239,236,217,,1
238,236,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,236,216,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
241,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
241,236,217,,1
241,234,216,,1
240,233,215,,1
239,232,214,,1
238,231,213,,1
240,233,217,,1
241,234,218,,1
241,234,218,,1
239,233,217,,1
238,232,216,,1
237,230,214,,1
238,231,215,,1
239,232,216,,1
237,230,214,,1
240,236,220,,1
239,236,219,,1
238,235,218,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
236,233,214,,1
236,233,216,,1
235,234,216,,1
235,234,216,,1
235,233,214,,1
237,232,212,,1
240,231,208,,1
237,224,198,,1
229,213,187,,0
230,216,190,,0
234,219,189,,0
235,218,183,,0
230,211,170,,0
223,200,156,,0
211,184,138,,0
88,77,79,,0
115,88,92,,0
159,120,124,,0
189,161,156,,0
228,206,193,,0
236,218,201,,0
235,221,196,,0
235,224,194,,0
233,223,188,,0
229,216,181,,0
223,208,174,,0
226,210,177,,0
230,218,192,,0
234,224,199,,0
237,227,204,,1
238,228,205,,1
238,230,207,,1
238,232,210,,1
238,231,212,,1
237,232,212,,1
237,232,212,,1
239,231,210,,1
239,231,208,,1
239,231,209,,1
238,232,210,,1
238,232,210,,1
238,233,213,,1
239,234,215,,1
237,234,215,,1
238,235,216,,1
240,233,217,,1
240,233,217,,1
241,234,218,,1
241,235,219,,1
241,235,219,,1
239,236,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
240,238,219,,1
240,237,218,,1
239,236,217,,1
240,237,218,,1
241,238,219,,1
239,236,217,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,216,,1
238,236,215,,1
238,236,215,,1
238,236,215,,1
238,236,215,,1
238,236,215,,1
238,236,215,,1
238,236,215,,1
238,236,215,,1
238,235,216,,1
238,235,216,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
240,238,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
241,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
241,236,217,,1
241,234,216,,1
240,233,215,,1
239,232,214,,1
238,231,213,,1
240,233,217,,1
241,234,218,,1
241,234,218,,1
239,233,217,,1
239,233,217,,1
238,231,215,,1
239,232,216,,1
241,234,218,,1
238,231,215,,1
235,231,214,,1
236,233,216,,1
237,234,217,,1
239,236,219,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
236,234,219,,1
236,234,219,,1
235,233,214,,1
236,231,210,,1
237,229,205,,1
237,223,196,,0
230,214,188,,0
228,211,185,,0
234,217,186,,0
239,219,182,,0
236,213,171,,0
226,199,155,,0
217,185,141,,0
85,74,76,,0
111,85,88,,0
156,119,121,,0
199,171,166,,0
236,212,201,,0
235,214,199,,0
232,217,193,,0
233,220,190,,0
232,222,187,,0
228,216,180,,0
225,212,177,,0
231,217,183,,0
235,223,197,,0
236,226,201,,1
238,227,204,,1
238,228,206,,1
238,230,207,,1
238,232,210,,1
238,231,212,,1
237,232,212,,1
237,232,212,,1
239,231,210,,1
239,231,208,,1
239,231,209,,1
238,232,210,,1
238,232,210,,1
238,233,213,,1
238,233,214,,1
236,233,214,,1
237,234,215,,1
239,233,217,,1
240,233,217,,1
241,234,218,,1
241,235,219,,1
241,235,219,,1
238,235,218,,1
238,237,219,,1
238,237,219,,1
239,238,220,,1
240,237,219,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
240,237,218,,1
239,236,217,,1
240,237,218,,1
239,236,217,,1
240,237,218,,1
240,238,218,,1
239,237,216,,1
237,235,214,,1
238,236,215,,1
240,238,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
241,237,218,,1
243,236,218,,1
242,235,217,,1
242,235,217,,1
240,235,216,,1
240,235,216,,1
241,234,216,,1
240,233,215,,1
239,232,214,,1
239,232,214,,1
239,232,216,,1
240,233,217,,1
240,233,217,,1
240,234,218,,1
240,234,218,,1
240,233,217,,1
241,234,218,,1
241,234,218,,1
240,233,217,,1
237,233,217,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,218,,1
237,234,218,,1
236,234,221,,1
237,235,220,,1
237,234,217,,1
236,231,210,,1
237,229,203,,1
236,223,196,,0
226,211,182,,0
214,196,169,,0
230,209,177,,0
238,216,177,,0
234,210,165,,0
226,199,152,,0
211,177,134,,0
89,80,81,,0
109,86,88,,0
144,109,110,,0
193,162,157,,0
232,206,195,,0
236,214,197,,0
234,218,194,,0
232,220,188,,0
231,221,186,,0
226,216,181,,0
227,214,180,,0
234,220,187,,0
236,224,198,,1
236,226,201,,1
237,227,203,,1
238,228,206,,1
238,230,207,,1
238,232,210,,1
238,231,212,,1
237,232,212,,1
237,232,212,,1
238,232,209,,1
239,231,208,,1
239,231,209,,1
238,232,210,,1
238,232,210,,1
238,233,213,,1
238,233,214,,1
236,233,214,,1
236,233,214,,1
239,233,216,,1
240,233,217,,1
241,234,218,,1
241,235,219,,1
241,235,219,,1
238,235,218,,1
237,236,218,,1
238,237,219,,1
239,238,220,,1
240,238,219,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
241,238,219,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,238,217,,1
239,237,216,,1
238,236,215,,1
238,236,215,,1
240,238,217,,1
238,236,215,,1
239,237,216,,1
239,237,216,,1
240,238,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
241,237,218,,1
243,236,218,,1
242,235,217,,1
242,235,217,,1
240,235,216,,1
240,235,216,,1
240,233,215,,1
240,233,215,,1
239,232,214,,1
239,232,214,,1
239,232,216,,1
239,232,216,,1
240,233,217,,1
240,234,218,,1
240,234,218,,1
241,234,218,,1
241,234,218,,1
241,234,218,,1
240,234,218,,1
236,233,216,,1
236,233,216,,1
237,234,217,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
236,233,219,,1
237,233,220,,1
236,234,221,,1
237,235,220,,1
237,235,216,,1
237,233,211,,1
235,228,201,,1
232,220,190,,0
228,214,182,,0
231,213,183,,0
233,214,180,,0
232,210,170,,0
231,207,161,,0
231,203,155,,0
209,175,131,,0
92,88,86,,0
97,79,78,,0
135,104,103,,0
189,160,151,,0
223,197,184,,0
231,210,190,,0
233,218,192,,0
233,219,190,,0
231,221,186,,0
229,219,184,,0
228,218,185,,0
235,223,192,,0
235,225,198,,1
236,226,201,,1
237,227,203,,1
238,228,205,,1
237,229,206,,1
238,232,210,,1
238,231,212,,1
237,232,212,,1
237,232,212,,1
237,231,208,,1
239,231,208,,1
239,231,209,,1
238,232,210,,1
239,233,211,,1
239,234,214,,1
239,234,215,,1
237,234,215,,1
237,234,215,,1
239,233,217,,1
240,233,217,,1
241,234,218,,1
241,235,219,,1
241,235,219,,1
238,235,218,,1
237,236,218,,1
238,237,219,,1
239,238,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
241,238,219,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
236,234,213,,1
237,235,214,,1
239,237,216,,1
240,238,217,,1
240,238,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,217,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,237,216,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
241,237,218,,1
243,236,218,,1
242,235,217,,1
242,235,217,,1
240,235,216,,1
239,234,215,,1
240,233,215,,1
239,232,214,,1
239,232,214,,1
238,231,213,,1
238,231,215,,1
239,232,216,,1
239,232,216,,1
239,233,217,,1
240,234,218,,1
241,234,218,,1
241,234,218,,1
241,234,218,,1
240,234,218,,1
236,233,216,,1
236,233,216,,1
237,234,217,,1
238,235,218,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,219,,1
237,233,221,,1
237,233,221,,1
236,234,221,,1
236,234,219,,1
236,234,215,,1
237,234,210,,1
232,224,196,,0
226,215,183,,0
234,220,187,,0
234,218,185,,0
230,213,176,,0
225,206,162,,0
228,206,157,,0
229,203,154,,0
89,87,84,,0
89,73,72,,0
146,117,115,,0
185,155,144,,0
215,188,171,,0
227,206,183,,0
233,217,190,,0
232,221,191,,0
231,222,189,,0
232,223,191,,0
231,220,191,,0
234,223,195,,0
236,226,201,,1
237,227,202,,1
239,228,205,,1
